Endpoint Database
IeeeAddr,EndpointId,ProfileId,DeviceId,DeviceVer,NumIncluster,NumOutClusters,Clusters
#       00:12:4B:00:01:C2:6C:85 , 14 , 0x0104, 0x0100 , 0 , 6 , 2 , 0x0000 , 0x0003 , 0x0004 , 0x0005 , 0xFC01 , 0x0006 , 0x0000 , 0xFC01
#       00:12:4B:00:01:C2:6C:85 , 14 , 0x0104, 0x0100 , 0 , 6 , 2 , 0x0000 , 0x0003 , 0x0004 , 0x0005 , 0xFC01 , 0x0006 , 0x0000 , 0xFC01
#       00:12:4B:00:02:3B:2A:EC , 14 , 0x0104, 0x0100 , 0 , 6 , 2 , 0x0000 , 0x0003 , 0x0004 , 0x0005 , 0xFC01 , 0x0006 , 0x0000 , 0xFC01
